company_key,stability_score,region,rating,still_active,duration_days
caridon property,12.9,rest_england,A,True,935
vocean,12.9,rest_england,A,True,935
nch marketing services limited trading as savi,12.9,rest_england,A,True,1041
itera automotive solutions uk,0.0,london,A,True,467
scan global logistics uk,12.9,rest_england,A,True,935
turner broadcasting system europe,0.0,london,A,True,1041
zen travels west midlands,12.9,rest_england,A,True,272
the compassionate care bureau,12.9,rest_england,A,False,89
ctd care services,12.9,rest_england,A,True,1041
minox trading,12.9,rest_england,A,True,846
cloudsec systems,12.9,rest_england,A,True,1041
hardy s newsagent,12.9,rest_england,A,True,209
kh traders lvr,12.9,rest_england,A,True,846
hospitality exmouth,12.9,rest_england,A,False,574
ayaan butchers and groceries,12.9,rest_england,A,True,1041
seven care services,12.9,rest_england,A,True,1041
aroxo,0.0,london,A,True,1041
ramsay health care uk,12.9,rest_england,A,True,1041
air algerie,0.0,london,A,True,1041
yuane volition,12.9,rest_england,A,False,195
bluecube cyber security solutions,12.9,rest_england,A,True,935
gji private,12.9,rest_england,A,True,209
recover physiotherapy,12.9,rest_england,A,True,935
1717 retail,12.9,rest_england,A,True,467
uphall tandoori,12.9,rest_england,A,True,846
aspire information technologies,12.9,rest_england,A,True,1041
k d care,12.9,rest_england,A,True,747
leathwaite human capital,0.0,london,A,True,1041
the real good dental company limited t a breeze family dental care,12.9,rest_england,A,True,846
inntech services,12.9,rest_england,A,True,1041
imperial learning,0.0,london,A,True,1041
boxer design and manufacturing,12.9,rest_england,A,True,272
occhiali,0.0,london,A,True,393
arax properties,0.0,london,A,True,1041
fcc environment uk,12.9,rest_england,A,True,1041
the lion 2 limited t a the lion liverpool,12.9,rest_england,A,True,747
data science central uk,0.0,london,A,True,1041
mukti properties spv,12.9,rest_england,A,True,467
bonelli erede lombardi pappalardo,0.0,london,A,True,1041
manchester asthetics limited t a diamond asthetic clinic,12.9,rest_england,A,True,935
first trenitalia west coast rail limited t a avanti west coast,0.0,london,A,True,1041
southern facility services,12.9,rest_england,A,True,1041
yade pharma,12.9,rest_england,A,True,846
parade crawley ltd t a china garden,12.9,rest_england,A,True,1041
ametek gb,12.9,rest_england,A,False,1
dunwood manor romsey,12.9,rest_england,A,True,209
tier consult sy,12.9,rest_england,A,False,648
atkins group,0.0,london,A,False,195
charmstrend,12.9,rest_england,A,True,846
keto bee foods,12.9,rest_england,A,True,566
ssh accountancy limited t a sarwar,0.0,london,A,True,747
mdpi uk,12.9,rest_england,A,True,935
lucketts care agency,12.9,rest_england,A,True,846
arthi supermarket,12.9,rest_england,A,True,747
mr logaraj easwaran t a boughton village store,12.9,rest_england,A,True,1041
kingsway capital partners,0.0,london,A,True,1041
builders mart,12.9,rest_england,A,True,1
london victoria groups,0.0,london,A,True,1
noor isr,0.0,london,A,True,747
smile matters,0.0,london,A,True,566
optima health uk,12.9,rest_england,A,True,467
lowman foods limited t a slab city,0.0,london,A,True,393
aire valley frozen foods,12.9,rest_england,A,True,1041
albatross travel group,12.9,rest_england,A,True,1041
kaizen consulting and engineering,12.9,rest_england,A,True,1041
beautology uk,12.9,rest_england,A,True,1041
odera services,12.9,rest_england,A,True,1041
castlegate retail,27.8,scotland,A,True,566
ppc hospitality uk,12.9,rest_england,A,True,566
veerakathy kandiah thayakaran,12.9,rest_england,A,True,935
braemac,12.9,rest_england,A,True,1041
jordan design,0.0,london,A,True,1
cf partners uk,0.0,london,A,False,106
ackroyd house,12.9,rest_england,A,True,1041
newlook double glazing,12.9,rest_england,A,True,1041
rivermarket,12.9,rest_england,A,True,467
pennycocktails,10.4,wales,A,False,1
everyoung clinic,0.0,london,A,True,272
snig estates,12.9,rest_england,A,True,747
two steaks,12.9,rest_england,A,True,747
the green land team,12.9,rest_england,A,True,747
nsn traders,12.9,rest_england,A,True,1041
axiom rectory,12.9,rest_england,A,True,272
weaver vale practice,12.9,rest_england,A,True,1041
inclusion independence,12.9,rest_england,A,True,467
savannah care,12.9,rest_england,A,False,832
freighton logistics,12.9,rest_england,A,True,1
neofin advisory,0.0,london,A,True,935
visualist technologies,0.0,london,A,True,1
mace,0.0,london,A,True,1041
infinite software solutions,12.9,rest_england,A,True,467
liberty woodland school,12.9,rest_england,A,True,1041
mister men,0.0,london,A,True,1041
etihad mobile electronics,12.9,rest_england,A,True,566
silverstone circuits,12.9,rest_england,A,True,1041
slough and east berkshire c of e multi academy trust,12.9,rest_england,A,True,1041
b g liquor,12.9,rest_england,A,True,1041
conlon construction nottingham,12.9,rest_england,A,True,1041
skk convenience store,12.9,rest_england,A,True,272
qsid,12.9,rest_england,A,True,1041
commonplace digital,12.9,rest_england,A,True,1041
mynt,0.0,london,A,True,467
birchwood medical centre,12.9,rest_england,A,True,1041
zeera indian cuisine south shields,12.9,rest_england,A,True,1041
eclick solutions,12.9,rest_england,A,True,935
servoca,12.9,rest_england,A,False,106
apex consulting engineers,12.9,rest_england,A,True,566
metwell pharma,12.9,rest_england,A,False,832
beyond build,0.0,london,A,True,1041
4 seasons grocery,10.4,wales,A,True,1041
burgerville 2875,12.9,rest_england,A,True,747
novorise,12.9,rest_england,A,True,1041
doceree uk,12.9,rest_england,A,True,1041
ama superfutures,0.0,london,A,True,846
carers hub,0.0,london,A,True,272
brean leisure park,12.9,rest_england,A,True,1041
fx digital,0.0,london,A,True,1041
appogeehr,12.9,rest_england,A,True,1041
prism it,12.9,rest_england,A,True,1041
hd hyundai heavy industries,0.0,london,A,True,747
reliance bookkeeping and accounting services,0.0,london,A,True,1041
spectec,12.9,rest_england,A,True,1041
poq studio,0.0,london,A,True,1041
n k brothers minimart,12.9,rest_england,A,True,846
ys chen,12.9,rest_england,A,True,747
yatesea marine,12.9,rest_england,A,True,566
access nri consultancy pvt,12.9,rest_england,A,True,935
cherry s health care,12.9,rest_england,A,True,393
abu bakar,12.9,rest_england,A,True,1041
rackheath vets,12.9,rest_england,A,True,467
efso ltd t a anytime fitness chelsea,12.9,rest_england,A,True,846
natixis investment managers uk,0.0,london,A,True,1041
ro engineeria,12.9,rest_england,A,True,1041
ziphouse,12.9,rest_england,A,True,467
hyperspheric solutions,12.9,rest_england,A,True,1041
maeme s leeds,12.9,rest_england,A,True,935
lemieux,12.9,rest_england,A,True,935
same ways care,12.9,rest_england,A,True,1041
quiz room uk,0.0,london,A,True,393
gathering momentum,12.9,rest_england,A,False,475
vertigo studio uk,0.0,london,A,False,195
petunia holdco,12.9,rest_england,A,True,1
urban projects bureau,0.0,london,A,True,1041
smile identity uk,0.0,london,A,True,1041
forta advisors,0.0,london,A,True,1
boreas software and consulting,0.0,london,A,True,935
robdor,12.9,rest_england,A,False,188
blackwall security,0.0,london,A,True,1
hamlin electronics europe,12.9,rest_england,A,True,467
jhonstone convenience store,12.9,rest_england,A,True,846
akula solutions,12.9,rest_england,A,True,1041
galderma uk,0.0,london,A,True,1041
bindethics,12.9,rest_england,A,True,393
stem centre,12.9,rest_england,A,True,467
duncan grove,12.9,rest_england,A,True,1041
four acre health centre,12.9,rest_england,A,True,1041
wellcare stoke newington,0.0,london,A,True,1041
pacetech,12.9,rest_england,A,True,1041
bright health pharmacy,12.9,rest_england,A,True,1
kidzland nursery,12.9,rest_england,A,True,1041
cheema taverns,12.9,rest_england,A,False,542
dialogue earth,0.0,london,A,True,747
sani convenience,12.9,rest_england,A,True,747
super restaurants,12.9,rest_england,A,True,1041
goc solutions,12.9,rest_england,A,True,1041
3 peaks health,0.0,london,A,True,747
o a edwards limited t a landsdowne pharmacy,12.9,rest_england,A,True,1041
mrs pirashanthy sabesh,12.9,rest_england,A,True,846
dbay uk,0.0,london,A,True,566
considerate hoteliers,0.0,london,A,True,1041
oenofuture,0.0,london,A,True,1041
amflo care services,12.9,rest_england,A,True,1041
sweet red balls,12.9,rest_england,A,True,935
the institution of structural engineers,0.0,london,A,True,747
eternique,0.0,london,A,True,272
robert may s school,12.9,rest_england,A,True,935
speed engineering solutions,12.9,rest_england,A,True,1041
eagle logistic,12.9,rest_england,A,True,1041
esports engine uk,0.0,london,A,False,832
peak gen top,12.9,rest_england,A,True,1041
vishru infotech,12.9,rest_england,A,False,106
st austell healthcare group,12.9,rest_england,A,True,935
alshaheer halal foods pvt,12.9,rest_england,A,True,1041
abd alrahman alisha t a bismillah takeaway,12.9,rest_england,A,True,846
cherry hinton cambridge ltd t a nj groceries,12.9,rest_england,A,True,467
charlies frozen food convenience store,12.9,rest_england,A,True,935
ronghan international,0.0,london,A,True,747
acosta dance centre,12.9,rest_england,A,True,566
oasis good games uk,0.0,london,A,True,1041
blocks online,0.0,london,A,True,1041
village hs,0.0,london,A,True,272
secure thingz ltd trading as iar,12.9,rest_england,A,True,393
r s dinas ltd t as queen s fish bar,10.4,wales,A,True,1041
faculty of public health of the royal colleges of physicians of the united kingdom,0.0,london,A,True,1041
jimmys barber,12.9,rest_england,A,True,747
medibody,12.9,rest_england,A,True,846
jtt garage services,12.9,rest_england,A,True,1041
seldek2025,12.9,rest_england,A,True,209
twist lane garage,12.9,rest_england,A,True,1041
data trans technologies,12.9,rest_england,A,True,1041
gaffer trading,12.9,rest_england,A,True,1041
the howard league for penal reform,0.0,london,A,True,1
democare services,12.9,rest_england,A,False,832
le cordon bleu,0.0,london,A,True,1041
mr selvanayakam jeevakaran ta angel store,12.9,rest_england,A,True,935
jdp hotels,12.9,rest_england,A,True,1041
mh private wealth,12.9,rest_england,A,True,467
paradise care,12.9,rest_england,A,True,1041
blackwood capital group uk,0.0,london,A,True,1041
emcer ltd t a eureka newsagents stationery,0.0,london,A,True,1041
wokingham cars,12.9,rest_england,A,True,1041
vm accountants,12.9,rest_england,A,True,209
plane saver credit union,12.9,rest_england,A,True,393
checkboard,0.0,london,A,True,393
kenzaa,12.9,rest_england,A,True,747
fast tex,12.9,rest_england,A,True,1041
sharp ax computer systems,12.9,rest_england,A,True,1041
peter best trade,12.9,rest_england,A,True,467
hostnext,12.9,rest_england,A,True,747
dolsmedia,12.9,rest_england,A,True,1
i d s,12.9,rest_england,A,True,747
best care 4 u,12.9,rest_england,A,True,1041
betapharma,0.0,london,A,True,747
ulla technology,0.0,london,A,True,1
the hira,12.9,rest_england,A,True,1041
bandarband,12.9,rest_england,A,True,1041
iduna oma,12.9,rest_england,A,True,393
sbz properties,12.9,rest_england,A,False,294
infinity solar uk,12.9,rest_england,A,True,846
mt2m media,0.0,london,A,True,1041
mbm consulting,0.0,london,A,True,1041
patfir consulting,0.0,london,A,False,832
pontardawe cross fish bar,10.4,wales,A,True,1041
gursel restaurant,12.9,rest_england,A,True,467
g b mobiles mcr,12.9,rest_england,A,True,1041
great eelam ltd t a esso loampit vale service station,0.0,london,A,True,393
rss fast food suppliers,12.9,rest_england,A,True,1041
awan brothers trading ltd t a bombay spice,12.9,rest_england,A,True,1041
william hare,12.9,rest_england,A,True,1041
lalji keshav ltd t a blakes newsagents and post office,12.9,rest_england,A,True,1041
the goodpeople business,0.0,london,A,True,1
simportal,12.9,rest_england,A,True,1041
s singh nottingham,12.9,rest_england,A,True,272
drgrilly ltd t a chaska grill da,0.0,london,A,True,935
leadenhall search and selection,0.0,london,A,True,1041
dutta and sons,12.9,rest_england,A,True,393
standard health,12.9,rest_england,A,True,467
talybont pharmacy,12.9,rest_england,A,True,1041
qualified care residential services,12.9,rest_england,A,False,832
novartis pharmaceuticals uk,0.0,london,A,True,1041
elite sports management,0.0,london,A,True,935
the london warehouse,12.9,rest_england,A,True,1041
velocity global international services,0.0,london,A,True,1041
polaris law solicitors,12.9,rest_england,A,True,566
caplin systems,0.0,london,A,True,1041
rose golf,12.9,rest_england,A,True,935
byres fast foods,27.8,scotland,A,False,369
st johns house medical centre,12.9,rest_england,A,True,1041
ayyan restaurant and sweets limited t a pach bhai restaurant,0.0,london,A,True,566
opde uk,0.0,london,A,True,1041
sultan taste,12.9,rest_england,A,True,566
whizztechi,12.9,rest_england,A,True,566
red pepper pizza on demand,0.0,london,A,True,1041
yaksh,12.9,rest_england,A,True,467
dashly,0.0,london,A,True,1041
foyle food group,12.9,rest_england,A,True,1041
belge convenience store,12.9,rest_england,A,True,1041
aum construction,12.9,rest_england,A,True,1041
allan cameron and partners,12.9,rest_england,A,True,1041
realtime tech,12.9,rest_england,A,True,1041
morphe cosmetics,0.0,london,A,True,1041
aima global,12.9,rest_england,A,False,357
bread and ham,12.9,rest_england,A,True,1041
a t kumar,0.0,london,A,True,566
jaffer,0.0,london,A,True,935
rag trading,10.4,wales,A,True,846
solid woods,12.9,rest_england,A,True,1041
azotic technologies,12.9,rest_england,A,True,1041
technet cloud solutions,12.9,rest_england,A,True,1041
opi nw ltd t a sopna restaurant,12.9,rest_england,A,False,294
cambridge bespoke property solutions,12.9,rest_england,A,True,1041
baltic classifieds group,12.9,rest_england,A,True,935
primrose retail,12.9,rest_england,A,True,272
smartstarts day nursery,0.0,london,A,True,467
extern northern ireland,12.9,rest_england,A,True,846
multi care community services north hertfordshire,12.9,rest_england,A,True,1041
boyd technologies ashington uk,12.9,rest_england,A,True,935
nosuffering,0.0,london,A,True,1041
altmore dental practice,0.0,london,A,True,1041
towassal riasat t a al aqsa halal meat and grocery,12.9,rest_england,A,True,1041
vevton services uk,0.0,london,A,False,538
highland home carers,27.8,scotland,A,True,1041
apna dera oldham,12.9,rest_england,A,True,846
wimbledon high school,0.0,london,A,True,1041
the best rest beds uk,12.9,rest_england,A,True,1041
molymer moulding services,12.9,rest_england,A,True,272
smart construction and services,12.9,rest_england,A,True,1041
mark sons,12.9,rest_england,A,True,846
safe mobile solution,12.9,rest_england,A,True,1041
enough energy,12.9,rest_england,A,True,1
hush london 2014,0.0,london,A,True,566
tassomai,0.0,london,A,True,1041
proxy recruitment services,12.9,rest_england,A,True,935
istanbul pizza house ltd t a roosters grill,12.9,rest_england,A,True,1041
ar midlands,12.9,rest_england,A,True,1041
major league baseball europe,0.0,london,A,True,1041
spectrum it,12.9,rest_england,A,True,935
hc one,12.9,rest_england,A,True,1041
inhaf,12.9,rest_england,A,True,272
enthos ltd t a prodigy lounge,0.0,london,A,True,846
serenity welfare,12.9,rest_england,A,True,1041
axiom structures,0.0,london,A,True,846
one london city,0.0,london,A,True,393
keith flower,12.9,rest_england,A,True,566
qxbranch uk,0.0,london,A,False,1
clm fireproofing,0.0,london,A,True,1041
saffron s spice uk,12.9,rest_england,A,False,188
ajwa sweets,12.9,rest_england,A,True,1041
smart automation services,12.9,rest_england,A,False,726
fonde,12.9,rest_england,A,True,1041
arka house,12.9,rest_england,A,True,272
invenia labs,12.9,rest_england,A,False,832
cake house gravesend ltd t a cake house bakery,12.9,rest_england,A,True,467
alfa physio clinic,12.9,rest_england,A,True,747
birmingham supported housing,12.9,rest_england,A,True,467
goldenacre grocery ltd t a gilmerton grocers,27.8,scotland,A,True,1041
dhd co accountants business advisors,12.9,rest_england,A,True,209
tenkaichi sw limited ta tenkaichi sushi and noodle bar,10.4,wales,A,True,1041
playdays day nursery nursery school,0.0,london,A,True,1041
scottish equity partners,27.8,scotland,A,True,209
home fix global,0.0,london,A,True,1041
bolder academy trust,12.9,rest_england,A,True,1
cherwell tandoori,12.9,rest_england,A,True,846
the retail performance,12.9,rest_england,A,True,1
woodgates chartered certified accountants registered auditors,12.9,rest_england,A,True,1041
fast technologies,12.9,rest_england,A,True,1041
delaval,10.4,wales,A,True,1041
coffee tree bucks,12.9,rest_england,A,True,846
ace uk engineering consultants,12.9,rest_england,A,True,209
lucas hood limited t a studio la plage,0.0,london,A,False,369
amcor europe group management,12.9,rest_england,A,True,1041
awaisi,27.8,scotland,A,True,566
agilite solutions,0.0,london,A,True,1041
star tissue uk,12.9,rest_england,A,True,1041
betterstore self storage operations,12.9,rest_england,A,True,846
m m family one,12.9,rest_england,A,True,935
alsyed and sons trading,12.9,rest_england,A,True,935
m m foods london,12.9,rest_england,A,True,846
abs transport,0.0,london,A,True,846
bh productions and management,12.9,rest_england,A,True,1041
empress stores,12.9,rest_england,A,True,1041
j d williams,12.9,rest_england,A,True,1041
merchants news ltd sponsor licence,12.9,rest_england,A,True,1041
rowlands road surgery,12.9,rest_england,A,True,846
mericrest,0.0,london,A,True,1041
1partcarbon,27.8,scotland,A,True,1041
jones engineering group,0.0,london,A,True,846
ipsos mori uk,0.0,london,A,True,1041
premium halal uk butchers,0.0,london,A,True,846
hayat bros,12.9,rest_england,A,True,846
green frog connect,12.9,rest_england,A,True,1041
sygnature discovery,12.9,rest_england,A,True,1041
care for may limited t a caremark lewisham,0.0,london,A,False,832
josben international college uk,12.9,rest_england,A,True,935
feminist review,0.0,london,A,True,1041
project better energy,12.9,rest_england,A,True,1041
body logic health,0.0,london,A,True,1041
zero point motion,12.9,rest_england,A,True,1041
campfire agency,12.9,rest_england,A,True,846
building innovations uk,12.9,rest_england,A,True,209
arnold clark automobiles,27.8,scotland,A,True,1041
g g concept,0.0,london,A,True,272
telus international u k,0.0,london,A,True,1041
nsr care home,12.9,rest_england,A,True,1041
zuru uk,12.9,rest_england,A,True,1041
a a homes and housing premier,0.0,london,A,True,846
ben maher,12.9,rest_england,A,True,393
mypos payments,0.0,london,A,True,935
eco contracts,12.9,rest_england,A,True,1041
marsh partners,0.0,london,A,True,1041
kioxia technology uk,12.9,rest_england,A,True,1041
china uk development,12.9,rest_england,A,True,1041
torq commodities uk,0.0,london,A,True,1041
cathie associates,12.9,rest_england,A,True,1041
antstream,0.0,london,A,True,1041
solutions embassy,12.9,rest_england,A,False,648
findeven,0.0,london,A,True,209
sv london ltd t a cards galore,0.0,london,A,True,1041
caxton payments,0.0,london,A,True,1041
indulge desserts coventry,12.9,rest_england,A,True,935
jml accountancy services,12.9,rest_england,A,True,393
everland marketing,12.9,rest_england,A,True,1041
micropply limited t a groundwow,12.9,rest_england,A,True,1041
aegean estate,0.0,london,A,True,747
autonomy service,0.0,london,A,True,1041
graceful care,0.0,london,A,True,1041
best trading gb,12.9,rest_england,A,True,846
crownwise,0.0,london,A,True,1041
everest and co accountants,12.9,rest_england,A,True,1
cheers chill,12.9,rest_england,A,True,846
oakhaven residential care home,12.9,rest_england,A,True,1041
amer sports uk,12.9,rest_england,A,True,1041
arrow business communications,12.9,rest_england,A,True,935
mr thavarajah thavaseelan,12.9,rest_england,A,True,1041
pure tree nursery,0.0,london,A,True,1
linetech services,12.9,rest_england,A,True,1
richmond joiners and builders,12.9,rest_england,A,True,1041
gudge heath lane surgery,12.9,rest_england,A,True,566
laz lezzet ltd t a laz cafe,12.9,rest_england,A,True,1041
el boca doncaster,12.9,rest_england,A,True,1041
onsecurity technology,12.9,rest_england,A,True,272
krisco services limited t a bp,12.9,rest_england,A,True,846
tupsley pos limited t a tupsley post office store,12.9,rest_england,A,True,846
furze platt senior school,12.9,rest_england,A,True,1041
denning farms,12.9,rest_england,A,True,1041
park view nursing home,12.9,rest_england,A,False,195
nirala one,12.9,rest_england,A,False,453
druce co international,0.0,london,A,True,747
maisha one limited t a indian queen,12.9,rest_england,A,True,1041
the dipaloy ltd t a sangam balti house,12.9,rest_england,A,False,538
heyhub,0.0,london,A,True,1041
heatly uk,0.0,london,A,False,832
zayan builders,0.0,london,A,False,475
majedi holdings,0.0,london,A,True,846
meddyg care porthmadog,12.9,rest_england,A,True,1
starlybek care,12.9,rest_england,A,True,1
bhutta mart,12.9,rest_england,A,True,272
roxy beauty,12.9,rest_england,A,True,1041
quinyx uk,0.0,london,A,True,1041
bs media,0.0,london,A,True,747
syrena,0.0,london,A,True,935
stone key blackburn,12.9,rest_england,A,True,1041
artisan partners uk,0.0,london,A,True,1041
tob care,12.9,rest_england,A,False,195
5 m s scots,27.8,scotland,A,True,566
vitalise retail ltd t a esso mfg milady,27.8,scotland,A,True,1
brel facades,0.0,london,A,True,1
white rose dental practice,12.9,rest_england,A,True,566
envopap,0.0,london,A,False,769
the glebe practice,12.9,rest_england,A,True,1041
kanagasabai kugarajah t a ksg fast food,0.0,london,A,True,1041
japan street food,12.9,rest_england,A,False,769
nanomox,0.0,london,A,True,846
the stickleback fish,12.9,rest_england,A,True,1041
mr sivapuranathan subasharan ta hadlow superstore,12.9,rest_england,A,True,846
uni space holdings,12.9,rest_england,A,True,467
gsk bodyworks accident repair,12.9,rest_england,A,True,1041
zdf german tv,0.0,london,A,True,566
marlou consultancy,0.0,london,A,True,1
hereford mobile repair,12.9,rest_england,A,True,747
esa trading ltd t a german doner kebab,12.9,rest_england,A,True,1041
ank s beauty clinic limited t a elite cosmetology,0.0,london,A,True,1041
gyros lab ltd t a gyros lab,0.0,london,A,False,184
birdsall decarbonisation,12.9,rest_england,A,True,1
priority electrical,12.9,rest_england,A,False,188
shackerley holdings group,12.9,rest_england,A,True,272
asr worldwide,12.9,rest_england,A,True,1041
kr banda medcare,12.9,rest_england,A,True,566
gamban,12.9,rest_england,A,True,935
unimetals recycling uk,12.9,rest_england,A,False,294
avon survey,12.9,rest_england,A,True,1041
hexagon hall,0.0,london,A,True,566
jay two en three ltd t a gareth rees newsagents,12.9,rest_england,A,True,393
discount fabrics,12.9,rest_england,A,True,1041
spiffy stores,12.9,rest_england,A,True,935
emotive agency,0.0,london,A,True,1041
crucible digital,0.0,london,A,True,935
gb tyre birmingham,12.9,rest_england,A,True,935
usk automotive,12.9,rest_england,A,True,272
objective corporation uk,12.9,rest_england,A,True,1041
south molton co operative learning trust,12.9,rest_england,A,True,1041
bowman riley architects,12.9,rest_england,A,True,846
cars club traders,12.9,rest_england,A,True,935
ananas anam uk,0.0,london,A,False,832
hollybank care home,10.4,wales,A,True,272
inspired indian limited t a sakonis restaurant,12.9,rest_england,A,True,1041
southtax cars,12.9,rest_england,A,False,637
likezero holdings,27.8,scotland,A,True,272
finaghy south,14.0,ni,A,True,1
city 1st,12.9,rest_england,A,True,1041
roman furniture london,0.0,london,A,True,1041
moltex energy,12.9,rest_england,A,False,832
at apex house,12.9,rest_england,A,False,832
koplar group,12.9,rest_england,A,False,832
jerseytex,12.9,rest_england,A,True,1041
victoria cross surgery,12.9,rest_england,A,True,1041
babos pizza and burger limited t a babos kebab pizza,12.9,rest_england,A,True,747
ambition community trust,12.9,rest_england,A,True,566
globose international,12.9,rest_england,A,True,1041
spill festival,12.9,rest_england,A,True,1041
rise accounting,0.0,london,A,True,1
shah transport,12.9,rest_england,A,True,747
jhn healthcare,12.9,rest_england,A,True,1041
premier corex,27.8,scotland,A,True,1041
endermotherapy by prm,0.0,london,A,True,566
phone spot,27.8,scotland,A,True,1041
brighton ymca,12.9,rest_england,A,True,1041
muyee semiconductor uk,12.9,rest_england,A,True,935
k g s stores,12.9,rest_england,A,True,1041
ant europe,12.9,rest_england,A,True,1041
sam fogg,0.0,london,A,True,566
tech mta,12.9,rest_england,A,True,846
deverill estates ltd t a elroi manor,12.9,rest_england,A,True,1041
m j s superstore ltd t a premier,10.4,wales,A,True,1041
pakeezah halal meat,0.0,london,A,True,393
cloudtech communications,12.9,rest_england,A,True,272
community activities project ealing cape,0.0,london,A,True,566
msf hair and cosmetics,0.0,london,A,True,566
gtn market data services,0.0,london,A,True,1041
sellyoak stirchley tyres,12.9,rest_england,A,True,935
the steppes care,12.9,rest_england,A,True,1041
sh stockton ltd t a manjaros,12.9,rest_england,A,True,1041
obon foods,12.9,rest_england,A,True,1041
peritus corporate finance,0.0,london,A,True,1041
new hayesbank surgery,12.9,rest_england,A,True,1041
westbourne school trust,12.9,rest_england,A,True,1041
ledsynergy,12.9,rest_england,A,True,566
gns associates uk,0.0,london,A,True,935
qantas cabin crew uk,12.9,rest_england,A,True,1041
tangerine,0.0,london,A,True,1041
kahn wholesales,12.9,rest_england,A,True,1041
f r enterprise,12.9,rest_england,A,True,1041
1905 group limited t a 1905,0.0,london,A,True,1041
nelsonhall,12.9,rest_england,A,False,1
united solicitors,12.9,rest_england,A,True,1041
best way london,0.0,london,A,True,566
clinuvel uk,12.9,rest_england,A,True,1041
sntnl uk,12.9,rest_england,A,True,1041
tenon fm,12.9,rest_england,A,True,1041
fiftytwo 7 care,12.9,rest_england,A,True,935
boston college,12.9,rest_england,A,True,1041
intelligent legal solutions ils,0.0,london,A,True,272
zakir wali s kitchen,12.9,rest_england,A,True,272
seachill uk limited trading as hilton seafood uk,12.9,rest_england,A,True,467
gulf international bank uk,0.0,london,A,True,1041
jhelum papers,12.9,rest_england,A,True,393
net essence,12.9,rest_england,A,True,747
holland park day nursery,0.0,london,A,True,566
caveman barbers,12.9,rest_england,A,True,1041
sussex community dermatology service,12.9,rest_england,A,True,1041
umar autos,0.0,london,A,True,747
axiom maths,0.0,london,A,True,467
halal for u,12.9,rest_england,A,True,1041
the lavence group,12.9,rest_england,A,True,566
sakthi trading,12.9,rest_england,A,True,935
dermalogica uk,12.9,rest_england,A,True,1041
holding bam uk,12.9,rest_england,A,True,566
dedicated care east anglia,12.9,rest_england,A,True,272
ballykelly consulting,12.9,rest_england,A,True,566
additive industries uk ireland,12.9,rest_england,A,False,475
ga pet food partners,12.9,rest_england,A,True,1041
xitricon,0.0,london,A,True,935
sushil risca,10.4,wales,A,True,1041
1416 digital,0.0,london,A,True,935
chestnuts bar and grill,12.9,rest_england,A,True,935
barnstaple specsavers,12.9,rest_england,A,True,1041
care angels batley,12.9,rest_england,A,True,1041
new street consulting group,12.9,rest_england,A,True,846
lifeline health,12.9,rest_england,A,True,1041
a c uk group,12.9,rest_england,A,True,467
unison software and consultancy,0.0,london,A,True,467
texaco service station,12.9,rest_england,A,True,272
fairyloot,0.0,london,A,True,747
saint michel uk,0.0,london,A,True,1041
maison estelle,0.0,london,A,True,1041
splendid west london,0.0,london,A,True,272
university of strathclyde,27.8,scotland,A,True,1041
mgu logistics,12.9,rest_england,A,False,280
investor update,0.0,london,A,True,1041
sagacity solutions,0.0,london,A,True,1041
profound consultants,12.9,rest_england,A,True,566
lgh central,12.9,rest_england,A,True,1041
variety plus pr consulting,0.0,london,A,True,935
supreme caregivers,12.9,rest_england,A,False,726
enable physios,10.4,wales,A,True,1041
the weather company uk,12.9,rest_england,A,True,747
g a r d,27.8,scotland,A,True,1041
advanced infrastructure technology,12.9,rest_england,A,True,1041
south west motors,12.9,rest_england,A,True,1041
kau media group,12.9,rest_england,A,True,1041
commercial cross,27.8,scotland,A,True,1041
your business partner london,0.0,london,A,True,1041
judilica uk ltd t a legora,0.0,london,A,True,1
greensand health centre,12.9,rest_england,A,True,1
aseptika,12.9,rest_england,A,False,648
nippon express uk,12.9,rest_england,A,True,935
landermeads,12.9,rest_england,A,True,393
finerbase,0.0,london,A,True,747
rocky s southall ltd t a rocky s,12.9,rest_england,A,True,566
grantham visionplus limited t a specsavers,12.9,rest_england,A,True,846
maliks express cookham,12.9,rest_england,A,True,935
on sight,0.0,london,A,True,1041
day 2 interiors,0.0,london,A,True,1041
axi design engineering,12.9,rest_england,A,True,566
b rahman consultancy,0.0,london,A,False,637
hinen uk,12.9,rest_england,A,True,393
maruthi services,12.9,rest_england,A,True,935
adept international,12.9,rest_england,A,False,99
lmre,0.0,london,A,True,1041
bengal food 3 ltd t a gatley tandoori restaurant,12.9,rest_england,A,False,294
mbands,0.0,london,A,True,1041
blenheim high school,12.9,rest_england,A,True,1041
bsk dw holdings,12.9,rest_england,A,True,1041
bham pharma,12.9,rest_england,A,True,1041
miller food and wine,12.9,rest_england,A,True,1041
kae marketing intelligence,0.0,london,A,True,1041
care a lot,12.9,rest_england,A,True,1041
threshold services,14.0,ni,A,True,393
procensol consulting,12.9,rest_england,A,False,294
dokmah trading and construction,0.0,london,A,True,566
phone surgery leeds,12.9,rest_england,A,True,935
tcb 110,0.0,london,A,True,846
bs fishbar ltd t a bs fishbar,12.9,rest_england,A,True,566
kantar advisory partners,0.0,london,A,True,272
conor j walsh golf,12.9,rest_england,A,True,1041
solace comforts,12.9,rest_england,A,True,1041
